,Year,LifeExpectancy,Status
2213,2002,76.0,Developing
2214,2001,75.0,Developing
2215,2000,72.0,Developing
2216,2013,69.22493169398908,Developing
2217,2015,67.5,Developing
2218,2014,67.3,Developing
2219,2013,67.1,Developing
2220,2012,66.9,Developing
2221,2011,66.6,Developing
2222,2010,66.2,Developing
2223,2009,65.8,Developing
2224,2008,65.4,Developing
2225,2007,65.1,Developing
2226,2006,64.7,Developing
2227,2005,64.3,Developing
2228,2004,63.8,Developing
2229,2003,63.4,Developing
2230,2002,63.1,Developing
2231,2001,62.8,Developing
2232,2000,62.6,Developing
2233,2015,74.5,Developing
2234,2014,74.4,Developing
2235,2013,74.3,Developing
2236,2012,74.1,Developing
2237,2011,73.9,Developing
2238,2010,73.7,Developing
2239,2009,73.4,Developing
2240,2008,73.3,Developing
2241,2007,73.2,Developing
2242,2006,73.2,Developing
2243,2005,73.1,Developing
2244,2004,73.1,Developing
2245,2003,73.0,Developing
2246,2002,72.9,Developing
2247,2001,72.8,Developing
2248,2000,72.6,Developing
2249,2015,66.7,Developing
2250,2014,66.4,Developing
2251,2013,66.0,Developing
2252,2012,65.6,Developing
2253,2011,64.9,Developing
2254,2010,64.3,Developing
2255,2009,63.5,Developing
2256,2008,62.8,Developing
2257,2007,62.1,Developing
2258,2006,61.3,Developing
2259,2005,65.0,Developing
2260,2004,59.7,Developing
2261,2003,59.0,Developing
2262,2002,58.4,Developing
2263,2001,57.9,Developing
2264,2000,57.5,Developing
2265,2015,75.6,Developing
2266,2014,75.4,Developing
2267,2013,75.3,Developing
2268,2012,74.9,Developing
2269,2011,74.6,Developing
2270,2010,74.4,Developing
2271,2009,74.1,Developing
2272,2008,74.0,Developing
2273,2007,73.8,Developing
2274,2006,73.6,Developing
2275,2005,73.0,Developing
2276,2004,73.0,Developing
2277,2003,73.0,Developing
2278,2002,72.9,Developing
2279,2001,73.1,Developing
2280,2000,72.6,Developing
2281,2015,73.2,Developing
2282,2014,73.0,Developing
2283,2013,72.9,Developing
2284,2012,72.7,Developing
2285,2011,72.6,Developing
2286,2010,72.4,Developing
2287,2009,72.3,Developing
2288,2008,72.2,Developing
2289,2007,72.2,Developing
2290,2006,72.2,Developing
2291,2005,72.2,Developing
2292,2004,72.1,Developing
2293,2003,72.1,Developing
2294,2002,72.1,Developing
2295,2001,72.0,Developing
2296,2000,71.8,Developing
2297,2015,51.0,Developing
2298,2014,48.1,Developing
2299,2013,54.0,Developing
2300,2012,49.7,Developing
2301,2011,48.9,Developing
2302,2010,48.1,Developing
2303,2009,47.1,Developing
2304,2008,46.2,Developing
2305,2007,45.3,Developing
2306,2006,44.3,Developing
2307,2005,43.3,Developing
2308,2004,42.3,Developing
2309,2003,41.5,Developing
2310,2002,48.0,Developing
2311,2001,41.0,Developing
2312,2000,39.0,Developing
2313,2015,83.1,Developed
2314,2014,82.9,Developed
2315,2013,82.7,Developed
2316,2012,82.5,Developed
2317,2011,82.2,Developed
2318,2010,82.0,Developed
2319,2009,81.7,Developed
2320,2008,81.4,Developed
2321,2007,81.1,Developed
2322,2006,87.0,Developed
2323,2005,82.0,Developed
2324,2004,79.7,Developed
2325,2003,79.3,Developed
2326,2002,79.0,Developed
2327,2001,78.7,Developed
2328,2000,78.3,Developed
2329,2015,76.7,Developed
2330,2014,76.4,Developed
2331,2013,76.1,Developed
2332,2012,75.8,Developed
2333,2011,75.6,Developed
2334,2010,75.1,Developed
2335,2009,75.0,Developed
2336,2008,74.7,Developed
2337,2007,74.4,Developed
2338,2006,74.3,Developed
2339,2005,74.0,Developed
2340,2004,74.1,Developed
2341,2003,73.8,Developed
2342,2002,73.7,Developed
2343,2001,73.3,Developed
2344,2000,73.0,Developed
2345,2015,88.0,Developed
2346,2014,87.0,Developed
2347,2013,85.0,Developed
2348,2012,82.0,Developed
2349,2011,79.8,Developed
2350,2010,79.5,Developed
2351,2009,79.1,Developed
2352,2008,78.9,Developed
2353,2007,78.3,Developed
2354,2006,78.1,Developed
2355,2005,77.5,Developed
2356,2004,77.2,Developed
2357,2003,76.5,Developed
2358,2002,76.6,Developed
2359,2001,76.2,Developed
2360,2000,76.0,Developed
2361,2015,69.2,Developing
2362,2014,68.8,Developing
2363,2013,68.8,Developing
2364,2012,68.7,Developing
2365,2011,68.5,Developing
2366,2010,68.3,Developing
2367,2009,68.1,Developing
2368,2008,68.0,Developing
2369,2007,67.6,Developing
2370,2006,67.6,Developing
2371,2005,67.4,Developing
2372,2004,67.1,Developing
2373,2003,66.8,Developing
2374,2002,66.5,Developing
2375,2001,66.2,Developing
2376,2000,65.8,Developing
2377,2015,55.0,Developing
2378,2014,54.3,Developing
2379,2013,54.2,Developing
2380,2012,53.1,Developing
2381,2011,53.1,Developing
2382,2010,52.4,Developing
2383,2009,52.2,Developing
2384,2008,51.9,Developing
2385,2007,51.5,Developing
2386,2006,51.5,Developing
2387,2005,51.6,Developing
2388,2004,51.2,Developing
2389,2003,51.1,Developing
2390,2002,58.0,Developing
2391,2001,57.0,Developing
2392,2000,55.0,Developing
2393,2015,62.9,Developing
2394,2014,62.0,Developing
2395,2013,69.0,Developing
2396,2012,59.2,Developing
2397,2011,58.9,Developing
2398,2010,58.0,Developing
2399,2009,56.5,Developing
2400,2008,55.3,Developing
2401,2007,54.5,Developing
2402,2006,54.0,Developing
2403,2005,53.8,Developing
2404,2004,53.7,Developing
2405,2003,54.0,Developing
2406,2002,54.9,Developing
2407,2001,56.0,Developing
2408,2000,57.3,Developing
2409,2015,57.3,Developing
2410,2014,56.6,Developing
2411,2013,56.4,Developing
2412,2012,56.0,Developing
2413,2011,55.4,Developing
2414,2010,55.0,Developing
2415,2009,54.3,Developing
2416,2008,53.6,Developing
2417,2007,53.1,Developing
2418,2006,52.5,Developing
2419,2005,51.9,Developing
2420,2004,51.4,Developing
2421,2003,58.0,Developing
2422,2002,52.0,Developing
2423,2001,49.6,Developing
2424,2000,48.9,Developing
2425,2015,82.8,Developed
2426,2014,82.6,Developed
2427,2013,82.4,Developed
2428,2012,82.0,Developed
2429,2011,82.1,Developed
2430,2010,81.9,Developed
2431,2009,81.6,Developed
2432,2008,81.3,Developed
2433,2007,89.0,Developed
2434,2006,88.0,Developed
2435,2005,81.0,Developed
2436,2004,81.0,Developed
2437,2003,79.4,Developed
2438,2002,79.5,Developed
2439,2001,79.4,Developed
2440,2000,79.1,Developed
2441,2015,74.9,Developing
2442,2014,74.7,Developing
2443,2013,74.6,Developing
2444,2012,74.5,Developing
2445,2011,74.5,Developing
2446,2010,74.5,Developing
2447,2009,71.8,Developing
2448,2008,72.3,Developing
2449,2007,73.7,Developing
2450,2006,73.8,Developing
2451,2005,74.2,Developing
2452,2004,69.1,Developing
2453,2003,73.9,Developing
2454,2002,73.7,Developing
2455,2001,72.7,Developing
2456,2000,71.5,Developing
2457,2015,64.1,Developing
2458,2014,63.8,Developing
2459,2013,63.5,Developing
2460,2012,63.2,Developing
2461,2011,62.7,Developing
2462,2010,62.5,Developing
2463,2009,62.0,Developing
2464,2008,61.8,Developing
2465,2007,61.4,Developing
2466,2006,61.0,Developing
2467,2005,67.0,Developing
2468,2004,59.7,Developing
2469,2003,59.6,Developing
2470,2002,59.4,Developing
2471,2001,58.9,Developing
2472,2000,58.6,Developing
2473,2015,71.6,Developing
2474,2014,71.4,Developing
2475,2013,71.2,Developing
2476,2012,71.3,Developing
2477,2011,76.0,Developing
2478,2010,73.0,Developing
2479,2009,70.0,Developing
2480,2008,69.8,Developing
2481,2007,69.5,Developing
2482,2006,69.3,Developing
2483,2005,68.9,Developing
2484,2004,68.3,Developing
2485,2003,68.0,Developing
2486,2002,67.9,Developing
2487,2001,67.7,Developing
2488,2000,67.4,Developing
2489,2015,58.9,Developing
2490,2014,58.4,Developing
2491,2013,57.6,Developing
2492,2012,56.5,Developing
2493,2011,55.0,Developing
2494,2010,53.6,Developing
2495,2009,52.6,Developing
2496,2008,51.4,Developing
2497,2007,50.0,Developing
2498,2006,47.8,Developing
2499,2005,46.0,Developing
2500,2004,45.6,Developing
2501,2003,45.9,Developing
2502,2002,46.4,Developing
2503,2001,47.1,Developing
2504,2000,48.4,Developing
2505,2015,82.4,Developed
2506,2014,82.3,Developed
2507,2013,81.9,Developed
2508,2012,81.7,Developed
2509,2011,81.7,Developed
2510,2010,81.5,Developed
2511,2009,81.4,Developed
2512,2008,81.1,Developed
2513,2007,89.0,Developed
2514,2006,88.0,Developed
2515,2005,85.0,Developed
2516,2004,83.0,Developed
2517,2003,82.0,Developed
2518,2002,79.9,Developed
2519,2001,79.8,Developed
2520,2000,79.6,Developed
2521,2015,83.4,Developed
2522,2014,83.2,Developed
2523,2013,83.0,Developed
2524,2012,82.7,Developed
2525,2011,82.6,Developed
2526,2010,82.3,Developed
2527,2009,82.1,Developed
2528,2008,82.0,Developed
2529,2007,81.7,Developed
2530,2006,81.5,Developed
2531,2005,81.1,Developed
2532,2004,81.0,Developed
2533,2003,85.0,Developed
2534,2002,84.0,Developed
2535,2001,82.0,Developed
2536,2000,79.7,Developed
2537,2015,64.5,Developing
2538,2014,64.4,Developing
2539,2013,63.6,Developing
2540,2012,62.8,Developing
2541,2011,71.7,Developing
2542,2010,73.7,Developing
2543,2009,73.8,Developing
2544,2008,73.8,Developing
2545,2007,73.8,Developing
2546,2006,73.7,Developing
2547,2005,73.5,Developing
2548,2004,73.2,Developing
2549,2003,73.0,Developing
2550,2002,72.8,Developing
2551,2001,72.7,Developing
2552,2000,72.6,Developing
2553,2015,69.7,Developing
2554,2014,69.6,Developing
2555,2013,69.3,Developing
2556,2012,68.8,Developing
2557,2011,68.1,Developing
2558,2010,67.3,Developing
2559,2009,66.7,Developing
2560,2008,66.4,Developing
2561,2007,66.1,Developing
2562,2006,65.9,Developing
2563,2005,65.5,Developing
2564,2004,65.9,Developing
2565,2003,65.2,Developing
2566,2002,64.3,Developing
2567,2001,64.0,Developing
2568,2000,63.7,Developing
2569,2015,74.9,Developing
2570,2014,74.6,Developing
2571,2013,74.5,Developing
2572,2012,74.3,Developing
2573,2011,74.1,Developing
2574,2010,73.9,Developing
2575,2009,73.7,Developing
2576,2008,73.5,Developing
2577,2007,73.3,Developing
2578,2006,73.0,Developing
2579,2005,72.5,Developing
2580,2004,71.6,Developing
2581,2003,71.7,Developing
2582,2002,71.4,Developing
2583,2001,71.2,Developing
2584,2000,71.1,Developing
2585,2015,75.7,Developing
2586,2014,75.5,Developing
2587,2013,75.3,Developing
2588,2012,75.1,Developing
2589,2011,74.9,Developing
2590,2010,74.7,Developing
2591,2009,74.4,Developing
2592,2008,74.2,Developing
2593,2007,73.5,Developing
2594,2006,73.7,Developing
2595,2005,73.6,Developing
2596,2004,73.5,Developing
2597,2003,73.2,Developing
2598,2002,72.8,Developing
2599,2001,73.1,Developing
2600,2000,72.6,Developing
2601,2015,68.3,Developing
2602,2014,68.0,Developing
2603,2013,67.7,Developing
2604,2012,67.4,Developing
2605,2011,67.2,Developing
2606,2010,66.9,Developing
2607,2009,66.6,Developing
2608,2008,66.2,Developing
2609,2007,65.8,Developing
2610,2006,64.9,Developing
2611,2005,63.7,Developing
2612,2004,62.3,Developing
2613,2003,61.0,Developing
2614,2002,62.0,Developing
2615,2001,59.4,Developing
2616,2000,58.7,Developing
2617,2015,59.9,Developing
2618,2014,59.7,Developing
2619,2013,59.4,Developing
2620,2012,58.9,Developing
2621,2011,58.3,Developing
2622,2010,57.4,Developing
2623,2009,56.7,Developing
2624,2008,56.2,Developing
2625,2007,55.9,Developing
2626,2006,55.7,Developing
2627,2005,55.0,Developing
2628,2004,54.9,Developing
2629,2003,54.7,Developing
2630,2002,54.7,Developing
2631,2001,54.6,Developing
2632,2000,54.6,Developing
2633,2015,73.5,Developing
2634,2014,73.3,Developing
2635,2013,73.2,Developing
2636,2012,73.0,Developing
2637,2011,72.9,Developing
2638,2010,72.8,Developing
2639,2009,72.5,Developing
2640,2008,72.6,Developing
2641,2007,72.5,Developing
2642,2006,72.4,Developing
2643,2005,72.3,Developing
2644,2004,72.2,Developing
2645,2003,72.0,Developing
2646,2002,71.9,Developing
2647,2001,71.8,Developing
2648,2000,71.6,Developing
2649,2015,71.2,Developing
2650,2014,71.1,Developing
2651,2013,71.0,Developing
2652,2012,78.0,Developing
2653,2011,76.0,Developing
2654,2010,74.0,Developing
2655,2009,71.0,Developing
2656,2008,69.9,Developing
2657,2007,69.7,Developing
2658,2006,69.6,Developing
2659,2005,69.5,Developing
2660,2004,69.4,Developing
2661,2003,69.3,Developing
2662,2002,69.2,Developing
2663,2001,69.1,Developing
2664,2000,69.1,Developing
2665,2015,75.3,Developing
2666,2014,75.1,Developing
2667,2013,74.9,Developing
2668,2012,74.9,Developing
2669,2011,74.8,Developing
2670,2010,74.8,Developing
2671,2009,74.7,Developing
2672,2008,74.7,Developing
2673,2007,74.6,Developing
2674,2006,74.4,Developing
2675,2005,74.2,Developing
2676,2004,74.0,Developing
2677,2003,73.7,Developing
2678,2002,73.5,Developing
2679,2001,73.2,Developing
2680,2000,72.9,Developing
2681,2015,75.8,Developing
2682,2014,75.5,Developing
2683,2013,75.2,Developing
2684,2012,74.8,Developing
2685,2011,74.5,Developing
2686,2010,74.2,Developing
2687,2009,73.9,Developing
2688,2008,73.5,Developing
2689,2007,73.2,Developing
2690,2006,72.8,Developing
2691,2005,72.4,Developing
2692,2004,72.0,Developing
2693,2003,71.6,Developing
2694,2002,71.2,Developing
2695,2001,78.0,Developing
2696,2000,74.0,Developing
2697,2015,66.3,Developing
2698,2014,66.0,Developing
2699,2013,65.4,Developing
2700,2012,65.6,Developing
2701,2011,65.6,Developing
2702,2010,65.8,Developing
2703,2009,65.6,Developing
2704,2008,64.5,Developing
2705,2007,64.1,Developing
2706,2006,63.7,Developing
2707,2005,63.3,Developing
2708,2004,63.5,Developing
2709,2003,63.4,Developing
2710,2002,63.3,Developing
2711,2001,64.0,Developing
2712,2000,63.8,Developing
2713,2013,69.22493169398908,Developing
2714,2015,62.3,Developing
2715,2014,61.5,Developing
2716,2013,67.0,Developing
2717,2012,60.0,Developing
2718,2011,59.3,Developing
2719,2010,58.4,Developing
2720,2009,57.5,Developing
2721,2008,56.3,Developing
2722,2007,55.5,Developing
2723,2006,54.9,Developing
2724,2005,53.2,Developing
2725,2004,51.3,Developing
2726,2003,51.0,Developing
2727,2002,48.8,Developing
2728,2001,47.7,Developing
2729,2000,46.6,Developing
2730,2015,71.3,Developing
2731,2014,78.0,Developing
2732,2013,71.0,Developing
2733,2012,77.0,Developing
2734,2011,75.0,Developing
2735,2010,69.8,Developing
2736,2009,69.2,Developing
2737,2008,67.7,Developing
2738,2007,67.5,Developing
2739,2006,67.7,Developing
2740,2005,67.0,Developing
2741,2004,67.4,Developing
2742,2003,67.6,Developing
2743,2002,67.6,Developing
2744,2001,67.7,Developing
2745,2000,67.5,Developing
2746,2015,77.1,Developing
2747,2014,76.9,Developing
2748,2013,76.7,Developing
2749,2012,76.5,Developing
2750,2011,76.3,Developing
2751,2010,76.2,Developing
2752,2009,76.0,Developing
2753,2008,75.8,Developing
2754,2007,75.6,Developing
2755,2006,75.4,Developing
2756,2005,75.3,Developing
2757,2004,75.1,Developing
2758,2003,74.9,Developing
2759,2002,74.7,Developing
2760,2001,74.5,Developing
2761,2000,74.2,Developing
2762,2015,81.2,Developed
2763,2014,81.0,Developed
2764,2013,87.0,Developed
2765,2012,86.0,Developed
2766,2011,86.0,Developed
2767,2010,82.0,Developed
2768,2009,81.0,Developed
2769,2008,79.6,Developed
2770,2007,79.5,Developed
2771,2006,79.3,Developed
2772,2005,79.0,Developed
2773,2004,78.8,Developed
2774,2003,78.3,Developed
2775,2002,78.2,Developed
2776,2001,78.0,Developed
2777,2000,77.8,Developed
2778,2015,61.8,Developing
2779,2014,67.0,Developing
2780,2013,59.7,Developing
2781,2012,58.6,Developing
2782,2011,58.3,Developing
2783,2010,57.5,Developing
2784,2009,56.9,Developing
2785,2008,56.2,Developing
2786,2007,54.5,Developing
2787,2006,53.1,Developing
2788,2005,52.2,Developing
2789,2004,51.5,Developing
2790,2003,58.0,Developing
2791,2002,52.0,Developing
2792,2001,49.6,Developing
2793,2000,49.2,Developing
2794,2015,79.3,Developed
2795,2014,79.1,Developed
2796,2013,78.9,Developed
2797,2012,78.8,Developed
2798,2011,78.7,Developed
2799,2010,78.7,Developed
2800,2009,78.5,Developed
2801,2008,78.2,Developed
2802,2007,78.1,Developed
2803,2006,77.8,Developed
2804,2005,77.5,Developed
2805,2004,77.5,Developed
2806,2003,77.2,Developed
2807,2002,77.0,Developed
2808,2001,76.9,Developed
2809,2000,76.8,Developed
2810,2015,77.0,Developing
2811,2014,76.8,Developing
2812,2013,76.8,Developing
2813,2012,76.5,Developing
2814,2011,77.0,Developing
2815,2010,76.3,Developing
2816,2009,76.6,Developing
2817,2008,76.4,Developing
2818,2007,75.4,Developing
2819,2006,76.2,Developing
2820,2005,75.7,Developing
2821,2004,75.4,Developing
2822,2003,75.4,Developing
2823,2002,75.4,Developing
2824,2001,75.2,Developing
2825,2000,75.1,Developing
2826,2015,69.4,Developing
2827,2014,69.2,Developing
2828,2013,69.1,Developing
2829,2012,68.8,Developing
2830,2011,68.5,Developing
2831,2010,68.3,Developing
2832,2009,68.0,Developing
2833,2008,67.9,Developing
2834,2007,67.8,Developing
2835,2006,67.6,Developing
2836,2005,67.3,Developing
2837,2004,67.8,Developing
2838,2003,67.2,Developing
2839,2002,67.1,Developing
2840,2001,67.4,Developing
2841,2000,67.1,Developing
2842,2015,72.0,Developing
2843,2014,71.7,Developing
2844,2013,71.6,Developing
2845,2012,71.4,Developing
2846,2011,71.2,Developing
2847,2010,71.0,Developing
2848,2009,78.0,Developing
2849,2008,75.0,Developing
2850,2007,73.0,Developing
2851,2006,71.0,Developing
2852,2005,69.9,Developing
2853,2004,69.6,Developing
2854,2003,69.4,Developing
2855,2002,69.3,Developing
2856,2001,69.1,Developing
2857,2000,69.0,Developing
2858,2015,74.1,Developing
2859,2014,73.9,Developing
2860,2013,73.8,Developing
2861,2012,73.7,Developing
2862,2011,73.8,Developing
2863,2010,73.7,Developing
2864,2009,73.6,Developing
2865,2008,73.2,Developing
2866,2007,73.4,Developing
2867,2006,73.6,Developing
2868,2005,73.6,Developing
2869,2004,73.3,Developing
2870,2003,72.4,Developing
2871,2002,73.1,Developing
2872,2001,72.5,Developing
2873,2000,72.5,Developing
2874,2015,76.0,Developing
2875,2014,75.9,Developing
2876,2013,75.7,Developing
2877,2012,75.6,Developing
2878,2011,75.4,Developing
2879,2010,75.2,Developing
2880,2009,75.0,Developing
2881,2008,74.9,Developing
2882,2007,74.7,Developing
2883,2006,74.6,Developing
2884,2005,74.4,Developing
2885,2004,74.2,Developing
2886,2003,74.0,Developing
2887,2002,73.8,Developing
2888,2001,73.6,Developing
2889,2000,73.4,Developing
2890,2015,65.7,Developing
2891,2014,65.4,Developing
2892,2013,65.4,Developing
2893,2012,64.7,Developing
2894,2011,64.6,Developing
2895,2010,64.4,Developing
2896,2009,64.1,Developing
2897,2008,63.8,Developing
2898,2007,63.4,Developing
2899,2006,63.0,Developing
2900,2005,62.6,Developing
2901,2004,62.2,Developing
2902,2003,61.9,Developing
2903,2002,61.5,Developing
2904,2001,61.1,Developing
2905,2000,68.0,Developing
2906,2015,61.8,Developing
2907,2014,61.1,Developing
2908,2013,63.0,Developing
2909,2012,59.2,Developing
2910,2011,58.2,Developing
2911,2010,58.0,Developing
2912,2009,57.4,Developing
2913,2008,55.7,Developing
2914,2007,52.6,Developing
2915,2006,58.0,Developing
2916,2005,49.3,Developing
2917,2004,47.9,Developing
2918,2003,46.4,Developing
2919,2002,45.5,Developing
2920,2001,44.6,Developing
2921,2000,43.8,Developing
2922,2015,67.0,Developing
2923,2014,59.2,Developing
2924,2013,58.0,Developing
2925,2012,56.6,Developing
2926,2011,54.9,Developing
2927,2010,52.4,Developing
2928,2009,50.0,Developing
2929,2008,48.2,Developing
2930,2007,46.6,Developing
2931,2006,45.4,Developing
2932,2005,44.6,Developing
2933,2004,44.3,Developing
2934,2003,44.5,Developing
2935,2002,44.8,Developing
2936,2001,45.3,Developing
2937,2000,46.0,Developing
